"Lemma" "Corpus" "Semantic domain"
"6597" "think" "Spoken BNC 2014" "mental"
"6598" "think" "Textbook Fiction" "mental"
"6599" "think" "Spoken BNC 2014" "mental"
"6600" "think" "Youth Fiction Sampled" "mental"
"6601" "think" "Spoken BNC 2014" "mental"
"6602" "think" "Spoken BNC 2014" "mental"
"6603" "think" "Textbook Conversation" "mental"
"6604" "think" "Spoken BNC 2014" "mental"
"6605" "think" "Spoken BNC 2014" "mental"
"6606" "think" "Spoken BNC 2014" "mental"
"6607" "think" "Textbook Fiction" "mental"
"6608" "think" "Spoken BNC 2014" "mental"
"6609" "think" "Spoken BNC 2014" "mental"
"6610" "think" "Textbook Conversation" "mental"
"6611" "think" "Youth Fiction Sampled" "mental"
"6612" "think" "Spoken BNC 2014" "mental"
"6613" "think" "Spoken BNC 2014" "mental"
"6614" "think" "Spoken BNC 2014" "mental"
"6615" "think" "Spoken BNC 2014" "mental"
"6616" "think" "Spoken BNC 2014" "mental"
"6617" "think" "Textbook Conversation" "mental"
"6618" "think" "Textbook Conversation" "mental"
"6619" "think" "Spoken BNC 2014" "mental"
"6620" "think" "Textbook Conversation" "mental"
"6621" "think" "Textbook Conversation" "mental"
"6622" "think" "Youth Fiction Sampled" "mental"
"6623" "think" "Textbook Conversation" "mental"
"6624" "think" "Youth Fiction Sampled" "mental"
"6625" "think" "Spoken BNC 2014" "mental"
"6626" "think" "Spoken BNC 2014" "mental"
"6627" "think" "Spoken BNC 2014" "mental"
"6628" "think" "Spoken BNC 2014" "mental"
"6629" "think" "Textbook Fiction" "mental"
"6630" "think" "Textbook Conversation" "mental"
"6631" "think" "Spoken BNC 2014" "mental"
"6632" "think" "Textbook Conversation" "mental"
"6633" "think" "Youth Fiction Sampled" "mental"
"6634" "think" "Textbook Fiction" "mental"
"6635" "think" "Spoken BNC 2014" "mental"
"6636" "think" "Spoken BNC 2014" "mental"
"6637" "think" "Textbook Conversation" "mental"
"6638" "think" "Youth Fiction Sampled" "mental"
"6639" "think" "Textbook Fiction" "mental"
"6640" "think" "Youth Fiction Sampled" "mental"
"6641" "think" "Textbook Conversation" "mental"
"6642" "think" "Spoken BNC 2014" "mental"
"6643" "think" "Textbook Conversation" "mental"
"6644" "think" "Spoken BNC 2014" "mental"
"6645" "think" "Spoken BNC 2014" "mental"
"6646" "think" "Spoken BNC 2014" "mental"
"6647" "think" "Youth Fiction Sampled" "mental"
"6648" "think" "Spoken BNC 2014" "mental"
"6649" "think" "Youth Fiction Sampled" "mental"
"6650" "think" "Youth Fiction Sampled" "mental"
"6651" "think" "Spoken BNC 2014" "mental"
"6652" "think" "Textbook Conversation" "mental"
"6653" "think" "Textbook Conversation" "mental"
"6654" "think" "Youth Fiction Sampled" "mental"
"6655" "think" "Youth Fiction Sampled" "mental"
"6656" "think" "Spoken BNC 2014" "mental"
"6657" "think" "Textbook Conversation" "mental"
"6658" "think" "Textbook Conversation" "mental"
"6659" "think" "Spoken BNC 2014" "mental"
"6660" "think" "Youth Fiction Sampled" "mental"
"6661" "think" "Spoken BNC 2014" "mental"
"6662" "think" "Spoken BNC 2014" "mental"
"6663" "think" "Spoken BNC 2014" "mental"
"6664" "think" "Textbook Conversation" "mental"
"6665" "think" "Textbook Conversation" "mental"
"6666" "think" "Spoken BNC 2014" "mental"
"6667" "think" "Textbook Fiction" "mental"
"6668" "think" "Spoken BNC 2014" "mental"
"6669" "think" "Textbook Fiction" "mental"
"6670" "think" "Spoken BNC 2014" "mental"
"6671" "think" "Textbook Fiction" "mental"
"6672" "think" "Spoken BNC 2014" "mental"
"6673" "think" "Textbook Fiction" "mental"
"6674" "think" "Spoken BNC 2014" "mental"
"6675" "think" "Spoken BNC 2014" "mental"
"6676" "think" "Textbook Fiction" "mental"
"6677" "think" "Textbook Fiction" "mental"
"6678" "think" "Spoken BNC 2014" "mental"
"6679" "think" "Textbook Fiction" "mental"
"6680" "think" "Spoken BNC 2014" "mental"
"6681" "think" "Spoken BNC 2014" "mental"
"6682" "think" "Spoken BNC 2014" "mental"
"6683" "think" "Spoken BNC 2014" "mental"
"6684" "think" "Spoken BNC 2014" "mental"
"6685" "think" "Spoken BNC 2014" "mental"
"6686" "think" "Textbook Fiction" "mental"
"6687" "think" "Textbook Conversation" "mental"
"6688" "think" "Spoken BNC 2014" "mental"
"6689" "think" "Youth Fiction Sampled" "mental"
"6690" "think" "Spoken BNC 2014" "mental"
"6691" "think" "Spoken BNC 2014" "mental"
"6692" "think" "Spoken BNC 2014" "mental"
"6693" "think" "Textbook Conversation" "mental"
"6694" "think" "Youth Fiction Sampled" "mental"
"6695" "think" "Spoken BNC 2014" "mental"
"6696" "think" "Youth Fiction Sampled" "mental"
"6697" "think" "Textbook Fiction" "mental"
"6698" "think" "Spoken BNC 2014" "mental"
"6699" "think" "Spoken BNC 2014" "mental"
"6700" "think" "Spoken BNC 2014" "mental"
"6701" "think" "Youth Fiction Sampled" "mental"
"6702" "think" "Youth Fiction Sampled" "mental"
"6703" "think" "Spoken BNC 2014" "mental"
"6704" "think" "Youth Fiction Sampled" "mental"
"6705" "think" "Spoken BNC 2014" "mental"
"6706" "think" "Textbook Fiction" "mental"
"6707" "think" "Youth Fiction Sampled" "mental"
"6708" "think" "Spoken BNC 2014" "mental"
"6709" "think" "Youth Fiction Sampled" "mental"
"6710" "think" "Youth Fiction Sampled" "mental"
"6711" "think" "Spoken BNC 2014" "mental"
"6712" "think" "Spoken BNC 2014" "mental"
"6713" "think" "Textbook Fiction" "mental"
"6714" "think" "Spoken BNC 2014" "mental"
"6715" "think" "Textbook Fiction" "mental"
"6716" "think" "Spoken BNC 2014" "mental"
"6717" "think" "Spoken BNC 2014" "mental"
"6718" "think" "Spoken BNC 2014" "mental"
"6719" "think" "Spoken BNC 2014" "mental"
"6720" "think about" "Textbook Fiction" "mental"
"6721" "think about" "Youth Fiction Sampled" "mental"
"6722" "think about" "Youth Fiction Sampled" "mental"
"6723" "think about" "Youth Fiction Sampled" "mental"
"6724" "think about" "Youth Fiction Sampled" "mental"
"6725" "think about" "Youth Fiction Sampled" "mental"
"6726" "think about" "Youth Fiction Sampled" "mental"
"6727" "think about" "Youth Fiction Sampled" "mental"
"6728" "think about" "Youth Fiction Sampled" "mental"
"6729" "think about" "Textbook Fiction" "mental"
"6730" "think about" "Textbook Fiction" "mental"
"6731" "think of" "Youth Fiction Sampled" "mental"
"6732" "think of" "Youth Fiction Sampled" "mental"
"6733" "think of" "Textbook Fiction" "mental"
"6734" "think of" "Youth Fiction Sampled" "mental"
"6735" "think of" "Youth Fiction Sampled" "mental"
"6736" "think of" "Youth Fiction Sampled" "mental"
"6737" "threaten" "Spoken BNC 2014" "communication"
"6738" "threaten" "Youth Fiction Sampled" "communication"
"6739" "throb" "Youth Fiction Sampled" "occurrence"
"6740" "throw" "Youth Fiction Sampled" "activity"
"6741" "throw" "Textbook Conversation" "activity"
"6742" "throw" "Spoken BNC 2014" "activity"
"6743" "throw" "Textbook Conversation" "activity"
"6744" "throw up" "Spoken BNC 2014" "activity"
"6745" "thud" "Textbook Fiction" "occurrence"
"6746" "tick" "Spoken BNC 2014" "occurrence"
"6747" "tick along" "Spoken BNC 2014" "occurrence"
"6748" "tidy" "Textbook Conversation" "activity"
"6749" "tilt" "Spoken BNC 2014" "occurrence"
"6750" "tingle" "Youth Fiction Sampled" "occurrence"
"6751" "tip" "Textbook Conversation" "occurrence"
"6752" "top" "Textbook Conversation" "occurrence"
"6753" "touch" "Youth Fiction Sampled" "activity"
"6754" "touch" "Spoken BNC 2014" "activity"
"6755" "touch" "Youth Fiction Sampled" "activity"
"6756" "touch" "Spoken BNC 2014" "activity"
"6757" "touch" "Youth Fiction Sampled" "activity"
"6758" "track" "Youth Fiction Sampled" "activity"
"6759" "train" "Textbook Conversation" "activity"
"6760" "train" "Textbook Conversation" "activity"
"6761" "train" "Textbook Conversation" "activity"
"6762" "train" "Textbook Fiction" "activity"
"6763" "train" "Textbook Conversation" "activity"
"6764" "train" "Youth Fiction Sampled" "activity"
"6765" "train" "Textbook Conversation" "activity"
"6766" "tramp about" "Textbook Fiction" "activity"
"6767" "transcribe" "Spoken BNC 2014" "activity"
"6768" "travel" "Youth Fiction Sampled" "activity"
"6769" "travel" "Textbook Conversation" "activity"
"6770" "travel" "Youth Fiction Sampled" "activity"
"6771" "travel" "Textbook Conversation" "activity"
"6772" "travel" "Textbook Fiction" "activity"
"6773" "travel" "Textbook Conversation" "activity"
"6774" "travel" "Textbook Conversation" "activity"
"6775" "travel" "Spoken BNC 2014" "activity"
"6776" "travel" "Textbook Conversation" "activity"
"6777" "travel" "Spoken BNC 2014" "activity"
"6778" "travel" "Textbook Conversation" "activity"
"6779" "travel" "Textbook Fiction" "activity"
"6780" "travel" "Spoken BNC 2014" "activity"
"6781" "travel" "Textbook Conversation" "activity"
"6782" "travel" "Spoken BNC 2014" "activity"
"6783" "travel" "Textbook Conversation" "activity"
"6784" "travel" "Youth Fiction Sampled" "activity"
"6785" "travel" "Textbook Fiction" "activity"
"6786" "travel" "Spoken BNC 2014" "activity"
"6787" "travel" "Youth Fiction Sampled" "activity"
"6788" "travel" "Textbook Conversation" "activity"
"6789" "travel" "Youth Fiction Sampled" "activity"
"6790" "travel" "Textbook Conversation" "activity"
"6791" "travel" "Textbook Fiction" "activity"
"6792" "travel" "Textbook Conversation" "activity"
"6793" "traverse" "Youth Fiction Sampled" "unclear_other"
"6794" "treat" "Textbook Conversation" "activity"
"6795" "treat" "Spoken BNC 2014" "activity"
"6796" "treat oneself" "Textbook Fiction" "activity"
"6797" "tremble" "Youth Fiction Sampled" "occurrence"
"6798" "tremble" "Youth Fiction Sampled" "occurrence"
"6799" "tremble" "Youth Fiction Sampled" "occurrence"
"6800" "tremble" "Textbook Fiction" "occurrence"
"6801" "trend" "Spoken BNC 2014" "occurrence"
"6802" "trouble" "Youth Fiction Sampled" "facilitation_causation"
"6803" "trouble" "Youth Fiction Sampled" "facilitation_causation"
"6804" "try" "Spoken BNC 2014" "unclear_other"
"6805" "try" "Spoken BNC 2014" "unclear_other"
"6806" "try" "Youth Fiction Sampled" "unclear_other"
"6807" "try" "Textbook Conversation" "unclear_other"
"6808" "try" "Textbook Conversation" "unclear_other"
"6809" "try" "Youth Fiction Sampled" "unclear_other"
"6810" "try" "Textbook Conversation" "unclear_other"
"6811" "try" "Spoken BNC 2014" "unclear_other"
"6812" "try" "Spoken BNC 2014" "unclear_other"
"6813" "try" "Youth Fiction Sampled" "unclear_other"
"6814" "try" "Textbook Fiction" "unclear_other"
"6815" "try" "Spoken BNC 2014" "unclear_other"
"6816" "try" "Spoken BNC 2014" "unclear_other"
"6817" "try" "Textbook Conversation" "unclear_other"
"6818" "try" "Textbook Conversation" "unclear_other"
"6819" "try" "Textbook Fiction" "unclear_other"
"6820" "try" "Textbook Conversation" "unclear_other"
"6821" "try" "Textbook Conversation" "unclear_other"
"6822" "try" "Youth Fiction Sampled" "unclear_other"
"6823" "try" "Textbook Conversation" "unclear_other"
"6824" "try" "Spoken BNC 2014" "unclear_other"
"6825" "try" "Textbook Conversation" "unclear_other"
"6826" "try" "Youth Fiction Sampled" "unclear_other"
"6827" "try" "Spoken BNC 2014" "unclear_other"
"6828" "try" "Youth Fiction Sampled" "unclear_other"
"6829" "try" "Textbook Fiction" "unclear_other"
"6830" "try" "Spoken BNC 2014" "unclear_other"
"6831" "try" "Spoken BNC 2014" "unclear_other"
"6832" "try" "Spoken BNC 2014" "unclear_other"
"6833" "try" "Youth Fiction Sampled" "unclear_other"
"6834" "try" "Spoken BNC 2014" "unclear_other"
"6835" "try" "Textbook Conversation" "unclear_other"
"6836" "try" "Textbook Conversation" "unclear_other"
"6837" "try" "Spoken BNC 2014" "unclear_other"
"6838" "try" "Youth Fiction Sampled" "unclear_other"
"6839" "try" "Textbook Conversation" "unclear_other"
"6840" "try" "Spoken BNC 2014" "unclear_other"
"6841" "try" "Spoken BNC 2014" "unclear_other"
"6842" "try" "Spoken BNC 2014" "unclear_other"
"6843" "try" "Spoken BNC 2014" "unclear_other"
"6844" "try" "Spoken BNC 2014" "unclear_other"
"6845" "try" "Textbook Fiction" "unclear_other"
"6846" "try" "Textbook Conversation" "unclear_other"
"6847" "try" "Spoken BNC 2014" "unclear_other"
"6848" "try" "Textbook Conversation" "unclear_other"
"6849" "try" "Spoken BNC 2014" "unclear_other"
"6850" "try" "Spoken BNC 2014" "unclear_other"
"6851" "try" "Spoken BNC 2014" "unclear_other"
"6852" "try" "Spoken BNC 2014" "unclear_other"
"6853" "try" "Textbook Fiction" "unclear_other"
"6854" "try" "Youth Fiction Sampled" "unclear_other"
"6855" "try" "Spoken BNC 2014" "unclear_other"
"6856" "try" "Youth Fiction Sampled" "unclear_other"
"6857" "try" "Spoken BNC 2014" "unclear_other"
"6858" "try" "Youth Fiction Sampled" "unclear_other"
"6859" "try" "Youth Fiction Sampled" "unclear_other"
"6860" "try" "Spoken BNC 2014" "unclear_other"
"6861" "try" "Spoken BNC 2014" "unclear_other"
"6862" "try" "Spoken BNC 2014" "unclear_other"
"6863" "try" "Textbook Fiction" "unclear_other"
"6864" "try" "Youth Fiction Sampled" "unclear_other"
"6865" "try" "Spoken BNC 2014" "unclear_other"
"6866" "try" "Textbook Conversation" "unclear_other"
"6867" "try" "Spoken BNC 2014" "unclear_other"
"6868" "try" "Spoken BNC 2014" "unclear_other"
"6869" "try" "Youth Fiction Sampled" "unclear_other"
"6870" "try" "Textbook Fiction" "unclear_other"
"6871" "try" "Textbook Fiction" "unclear_other"
"6872" "try" "Spoken BNC 2014" "unclear_other"
"6873" "try" "Textbook Fiction" "unclear_other"
"6874" "try" "Textbook Conversation" "unclear_other"
"6875" "try" "Textbook Fiction" "unclear_other"
"6876" "try" "Youth Fiction Sampled" "unclear_other"
"6877" "try" "Textbook Conversation" "unclear_other"
"6878" "try" "Spoken BNC 2014" "unclear_other"
"6879" "try" "Spoken BNC 2014" "unclear_other"
"6880" "try" "Youth Fiction Sampled" "unclear_other"
"6881" "try" "Spoken BNC 2014" "unclear_other"
"6882" "try" "Textbook Conversation" "unclear_other"
"6883" "try" "Textbook Conversation" "unclear_other"
"6884" "try" "Textbook Fiction" "unclear_other"
"6885" "try" "Textbook Fiction" "unclear_other"
"6886" "try" "Textbook Conversation" "unclear_other"
"6887" "try" "Textbook Conversation" "unclear_other"
"6888" "try" "Youth Fiction Sampled" "unclear_other"
"6889" "try" "Spoken BNC 2014" "unclear_other"
"6890" "try" "Textbook Conversation" "unclear_other"
"6891" "try" "Spoken BNC 2014" "unclear_other"
"6892" "try" "Textbook Conversation" "unclear_other"
"6893" "try" "Textbook Conversation" "unclear_other"
"6894" "try" "Spoken BNC 2014" "unclear_other"
"6895" "try" "Textbook Conversation" "unclear_other"
"6896" "try" "Spoken BNC 2014" "unclear_other"
"6897" "try" "Youth Fiction Sampled" "unclear_other"
"6898" "try" "Spoken BNC 2014" "unclear_other"
"6899" "try" "Textbook Conversation" "unclear_other"
"6900" "try" "Textbook Conversation" "unclear_other"
"6901" "try" "Spoken BNC 2014" "unclear_other"
"6902" "try" "Textbook Conversation" "unclear_other"
"6903" "try" "Spoken BNC 2014" "unclear_other"
"6904" "try" "Youth Fiction Sampled" "unclear_other"
"6905" "try" "Youth Fiction Sampled" "unclear_other"
"6906" "try" "Textbook Fiction" "unclear_other"
"6907" "try" "Spoken BNC 2014" "unclear_other"
"6908" "try" "Textbook Conversation" "unclear_other"
"6909" "try" "Spoken BNC 2014" "unclear_other"
"6910" "try" "Textbook Conversation" "unclear_other"
"6911" "try" "Spoken BNC 2014" "unclear_other"
"6912" "try" "Spoken BNC 2014" "unclear_other"
"6913" "try" "Youth Fiction Sampled" "unclear_other"
"6914" "try" "Spoken BNC 2014" "unclear_other"
"6915" "try" "Textbook Conversation" "unclear_other"
"6916" "try" "Spoken BNC 2014" "unclear_other"
"6917" "try" "Youth Fiction Sampled" "unclear_other"
"6918" "try" "Textbook Fiction" "unclear_other"
"6919" "try" "Youth Fiction Sampled" "unclear_other"
"6920" "try" "Spoken BNC 2014" "unclear_other"
"6921" "try" "Spoken BNC 2014" "unclear_other"
"6922" "try" "Spoken BNC 2014" "unclear_other"
"6923" "try" "Textbook Fiction" "unclear_other"
"6924" "try" "Youth Fiction Sampled" "unclear_other"
"6925" "try" "Spoken BNC 2014" "unclear_other"
"6926" "try" "Textbook Fiction" "unclear_other"
"6927" "try" "Spoken BNC 2014" "unclear_other"
"6928" "try" "Youth Fiction Sampled" "unclear_other"
"6929" "try" "Textbook Fiction" "unclear_other"
"6930" "try" "Textbook Fiction" "unclear_other"
"6931" "try" "Textbook Fiction" "unclear_other"
"6932" "try" "Spoken BNC 2014" "unclear_other"
"6933" "try" "Spoken BNC 2014" "unclear_other"
"6934" "try" "Spoken BNC 2014" "unclear_other"
"6935" "try" "Spoken BNC 2014" "unclear_other"
"6936" "try" "Spoken BNC 2014" "unclear_other"
"6937" "try" "Spoken BNC 2014" "unclear_other"
"6938" "try" "Spoken BNC 2014" "unclear_other"
"6939" "try" "Textbook Conversation" "unclear_other"
"6940" "try" "Spoken BNC 2014" "unclear_other"
"6941" "try" "Spoken BNC 2014" "unclear_other"
"6942" "try" "Youth Fiction Sampled" "unclear_other"
"6943" "try" "Textbook Fiction" "unclear_other"
"6944" "try" "Spoken BNC 2014" "unclear_other"
"6945" "try" "Textbook Fiction" "unclear_other"
"6946" "try" "Spoken BNC 2014" "unclear_other"
"6947" "try" "Spoken BNC 2014" "unclear_other"
"6948" "try" "Spoken BNC 2014" "unclear_other"
"6949" "try" "Textbook Conversation" "unclear_other"
"6950" "try" "Spoken BNC 2014" "unclear_other"
"6951" "try" "Spoken BNC 2014" "unclear_other"
"6952" "try" "Youth Fiction Sampled" "unclear_other"
"6953" "try" "Spoken BNC 2014" "unclear_other"
"6954" "try" "Textbook Conversation" "unclear_other"
"6955" "try" "Textbook Conversation" "unclear_other"
"6956" "try" "Spoken BNC 2014" "unclear_other"
"6957" "try" "Youth Fiction Sampled" "unclear_other"
"6958" "try" "Textbook Fiction" "unclear_other"
"6959" "try" "Textbook Fiction" "unclear_other"
"6960" "try" "Textbook Conversation" "unclear_other"
"6961" "try" "Textbook Fiction" "unclear_other"
"6962" "try" "Textbook Conversation" "unclear_other"
"6963" "try" "Youth Fiction Sampled" "unclear_other"
"6964" "try" "Textbook Conversation" "unclear_other"
"6965" "try" "Spoken BNC 2014" "unclear_other"
"6966" "try" "Textbook Fiction" "unclear_other"
"6967" "try" "Spoken BNC 2014" "unclear_other"
"6968" "try" "Textbook Fiction" "unclear_other"
"6969" "try" "Textbook Fiction" "unclear_other"
"6970" "try" "Textbook Fiction" "unclear_other"
"6971" "try" "Textbook Conversation" "unclear_other"
"6972" "try" "Textbook Conversation" "unclear_other"
"6973" "try" "Spoken BNC 2014" "unclear_other"
"6974" "try" "Youth Fiction Sampled" "unclear_other"
"6975" "try" "Spoken BNC 2014" "unclear_other"
"6976" "try" "Youth Fiction Sampled" "unclear_other"
"6977" "try" "Spoken BNC 2014" "unclear_other"
"6978" "try" "Youth Fiction Sampled" "unclear_other"
"6979" "try" "Spoken BNC 2014" "unclear_other"
"6980" "try" "Spoken BNC 2014" "unclear_other"
"6981" "try" "Youth Fiction Sampled" "unclear_other"
"6982" "try" "Spoken BNC 2014" "unclear_other"
"6983" "try" "Spoken BNC 2014" "unclear_other"
"6984" "try" "Textbook Fiction" "unclear_other"
"6985" "try" "Spoken BNC 2014" "unclear_other"
"6986" "try" "Textbook Conversation" "unclear_other"
"6987" "try" "Spoken BNC 2014" "unclear_other"
"6988" "try" "Textbook Conversation" "unclear_other"
"6989" "try" "Youth Fiction Sampled" "unclear_other"
"6990" "try" "Spoken BNC 2014" "unclear_other"
"6991" "try" "Spoken BNC 2014" "unclear_other"
"6992" "try" "Textbook Conversation" "unclear_other"
"6993" "try" "Textbook Conversation" "unclear_other"
"6994" "try" "Textbook Fiction" "unclear_other"
"6995" "try" "Spoken BNC 2014" "unclear_other"
"6996" "try" "Textbook Conversation" "unclear_other"
"6997" "try" "Spoken BNC 2014" "unclear_other"
"6998" "try" "Textbook Conversation" "unclear_other"
"6999" "try" "Spoken BNC 2014" "unclear_other"
"7000" "try" "Textbook Conversation" "unclear_other"
"7001" "try" "Spoken BNC 2014" "unclear_other"
"7002" "try" "Textbook Conversation" "unclear_other"
"7003" "try" "Textbook Conversation" "unclear_other"
"7004" "try" "Textbook Conversation" "unclear_other"
"7005" "try" "Spoken BNC 2014" "unclear_other"
"7006" "try" "Youth Fiction Sampled" "unclear_other"
"7007" "try" "Spoken BNC 2014" "unclear_other"
"7008" "try" "Textbook Conversation" "unclear_other"
"7009" "try" "Spoken BNC 2014" "unclear_other"
"7010" "try" "Youth Fiction Sampled" "unclear_other"
"7011" "try" "Spoken BNC 2014" "unclear_other"
"7012" "try" "Spoken BNC 2014" "unclear_other"
"7013" "try" "Textbook Conversation" "unclear_other"
"7014" "try" "Textbook Fiction" "unclear_other"
"7015" "try" "Textbook Conversation" "unclear_other"
"7016" "try" "Textbook Conversation" "unclear_other"
"7017" "try" "Spoken BNC 2014" "unclear_other"
"7018" "try" "Textbook Fiction" "unclear_other"
"7019" "try" "Textbook Fiction" "unclear_other"
"7020" "try" "Spoken BNC 2014" "unclear_other"
"7021" "try" "Spoken BNC 2014" "unclear_other"
"7022" "try" "Spoken BNC 2014" "unclear_other"
"7023" "try" "Spoken BNC 2014" "unclear_other"
"7024" "try" "Spoken BNC 2014" "unclear_other"
"7025" "try on" "Textbook Fiction" "activity"
"7026" "turn" "Textbook Conversation" "unclear_other"
"7027" "turn" "Textbook Fiction" "unclear_other"
"7028" "turn" "Spoken BNC 2014" "unclear_other"
"7029" "turn" "Textbook Fiction" "unclear_other"
"7030" "turn" "Textbook Fiction" "unclear_other"
"7031" "turn" "Youth Fiction Sampled" "unclear_other"
"7032" "turn" "Textbook Conversation" "unclear_other"
"7033" "turn" "Youth Fiction Sampled" "unclear_other"
"7034" "turn" "Spoken BNC 2014" "unclear_other"
"7035" "turn into" "Spoken BNC 2014" "unclear_other"
"7036" "turn into" "Youth Fiction Sampled" "unclear_other"
"7037" "turn into" "Textbook Fiction" "unclear_other"
"7038" "turn into" "Textbook Fiction" "unclear_other"
"7039" "turn off" "Textbook Conversation" "activity"
"7040" "turn over" "Youth Fiction Sampled" "activity"
"7041" "turn up" "Spoken BNC 2014" "activity"
"7042" "tweet" "Spoken BNC 2014" "activity"
"7043" "twist" "Spoken BNC 2014" "activity"
"7044" "twitch" "Spoken BNC 2014" "occurrence"
"7045" "twitch" "Youth Fiction Sampled" "occurrence"
"7046" "type" "Spoken BNC 2014" "activity"
"7047" "type" "Spoken BNC 2014" "activity"
"7048" "type" "Spoken BNC 2014" "activity"
"7049" "understand" "Spoken BNC 2014" "mental"
"7050" "unfold" "Youth Fiction Sampled" "occurrence"
"7051" "update" "Textbook Conversation" "activity"
"7052" "update" "Textbook Conversation" "activity"
"7053" "upload" "Spoken BNC 2014" "activity"
"7054" "upset" "Textbook Conversation" "facilitation_causation"
"7055" "urge" "Textbook Conversation" "communication"
"7056" "use" "Spoken BNC 2014" "activity"
"7057" "use" "Textbook Conversation" "activity"
"7058" "use" "Spoken BNC 2014" "activity"
"7059" "use" "Textbook Fiction" "activity"
"7060" "use" "Youth Fiction Sampled" "activity"
"7061" "use" "Spoken BNC 2014" "activity"
"7062" "use" "Spoken BNC 2014" "activity"
"7063" "use" "Textbook Conversation" "activity"
"7064" "use" "Spoken BNC 2014" "activity"
"7065" "use" "Spoken BNC 2014" "activity"
"7066" "use" "Textbook Conversation" "activity"
"7067" "use" "Spoken BNC 2014" "activity"
"7068" "use" "Spoken BNC 2014" "activity"
"7069" "use" "Textbook Conversation" "activity"
"7070" "use" "Textbook Conversation" "activity"
"7071" "use" "Spoken BNC 2014" "activity"
"7072" "use" "Spoken BNC 2014" "activity"
"7073" "use" "Spoken BNC 2014" "activity"
"7074" "use" "Textbook Conversation" "activity"
"7075" "use" "Spoken BNC 2014" "activity"
"7076" "use" "Youth Fiction Sampled" "activity"
"7077" "use" "Textbook Conversation" "activity"
"7078" "use" "Spoken BNC 2014" "activity"
"7079" "use" "Spoken BNC 2014" "activity"
"7080" "use" "Spoken BNC 2014" "activity"
"7081" "use" "Textbook Conversation" "activity"
"7082" "use" "Textbook Conversation" "activity"
"7083" "use" "Textbook Conversation" "activity"
"7084" "use" "Spoken BNC 2014" "activity"
"7085" "use" "Textbook Conversation" "activity"
"7086" "use" "Textbook Conversation" "activity"
"7087" "use" "Textbook Conversation" "activity"
"7088" "use" "Textbook Conversation" "activity"
"7089" "use" "Textbook Fiction" "activity"
"7090" "use" "Textbook Conversation" "activity"
"7091" "use" "Textbook Conversation" "activity"
"7092" "use" "Textbook Conversation" "activity"
"7093" "use" "Textbook Conversation" "activity"
"7094" "use" "Spoken BNC 2014" "activity"
"7095" "use" "Spoken BNC 2014" "activity"
"7096" "use" "Textbook Conversation" "activity"
"7097" "use" "Spoken BNC 2014" "activity"
"7098" "use" "Spoken BNC 2014" "activity"
"7099" "use" "Textbook Fiction" "activity"
"7100" "use" "Textbook Conversation" "activity"
"7101" "use" "Textbook Conversation" "activity"
"7102" "vanish" "Youth Fiction Sampled" "occurrence"
"7103" "vibrate" "Textbook Conversation" "occurrence"
"7104" "vibrate" "Spoken BNC 2014" "occurrence"
"7105" "visit" "Textbook Fiction" "activity"
"7106" "visit" "Textbook Conversation" "activity"
"7107" "visit" "Textbook Fiction" "activity"
"7108" "visit" "Textbook Conversation" "activity"
"7109" "visit" "Textbook Conversation" "activity"
"7110" "visit" "Textbook Conversation" "activity"
"7111" "visit" "Textbook Fiction" "activity"
"7112" "visit" "Textbook Conversation" "activity"
"7113" "visit" "Textbook Conversation" "activity"
"7114" "visit" "Textbook Conversation" "activity"
"7115" "visit" "Textbook Fiction" "activity"
"7116" "visit" "Textbook Fiction" "activity"
"7117" "visit" "Textbook Conversation" "activity"
"7118" "visit" "Textbook Conversation" "activity"
"7119" "visit" "Textbook Fiction" "activity"
"7120" "visit" "Textbook Fiction" "activity"
"7121" "visit" "Textbook Fiction" "activity"
"7122" "visit" "Textbook Conversation" "activity"
"7123" "visualise" "Spoken BNC 2014" "mental"
"7124" "voice" "Spoken BNC 2014" "communication"
"7125" "volunteer" "Textbook Conversation" "activity"
"7126" "volunteer" "Spoken BNC 2014" "activity"
"7127" "volunteer" "Textbook Conversation" "activity"
"7128" "volunteer" "Textbook Conversation" "activity"
"7129" "vomit" "Spoken BNC 2014" "activity"
"7130" "wade" "Textbook Fiction" "activity"
"7131" "wade" "Textbook Fiction" "activity"
"7132" "wade" "Youth Fiction Sampled" "activity"
"7133" "wade" "Youth Fiction Sampled" "activity"
"7134" "wag" "Textbook Fiction" "activity"
"7135" "wag" "Textbook Fiction" "activity"
"7136" "wail" "Textbook Fiction" "communication"
"7137" "wait" "Textbook Fiction" "activity"
"7138" "wait" "Textbook Fiction" "activity"
"7139" "wait" "Textbook Fiction" "activity"
"7140" "wait" "Textbook Conversation" "activity"
"7141" "wait" "Textbook Conversation" "activity"
"7142" "wait" "Textbook Conversation" "activity"
"7143" "wait" "Textbook Conversation" "activity"
"7144" "wait" "Textbook Conversation" "activity"
"7145" "wait" "Textbook Conversation" "activity"
"7146" "wait" "Textbook Conversation" "activity"
"7147" "wait" "Textbook Conversation" "activity"
"7148" "wait" "Textbook Conversation" "activity"
"7149" "wait" "Textbook Fiction" "activity"
"7150" "wait" "Textbook Conversation" "activity"
"7151" "wait" "Textbook Conversation" "activity"
"7152" "wait" "Youth Fiction Sampled" "activity"
"7153" "wait" "Textbook Conversation" "activity"
"7154" "wait" "Youth Fiction Sampled" "activity"
