"Lemma"	"Corpus"
"1838"	"eat"	"Textbook Fiction"
"1839"	"talk"	"Textbook Fiction"
"1840"	"look for"	"Textbook Fiction"
"1841"	"happen"	"Textbook Fiction"
"1842"	"break"	"Textbook Fiction"
"1843"	"sleep"	"Textbook Fiction"
"1844"	"eat"	"Textbook Fiction"
"1845"	"read"	"Textbook Fiction"
"1846"	"drive"	"Textbook Fiction"
"1847"	"try"	"Textbook Fiction"
"1848"	"sit"	"Textbook Fiction"
"1849"	"talk"	"Textbook Fiction"
"1850"	"lie"	"Textbook Fiction"
"1851"	"sit"	"Textbook Fiction"
"1852"	"start"	"Textbook Fiction"
"1853"	"rain"	"Textbook Fiction"
"1854"	"rain"	"Textbook Fiction"
"1855"	"walk"	"Textbook Fiction"
"1856"	"look"	"Textbook Fiction"
"1857"	"read"	"Textbook Fiction"
"1858"	"run"	"Textbook Fiction"
"1859"	"get"	"Textbook Fiction"
"1860"	"run"	"Textbook Fiction"
"1861"	"happen"	"Textbook Fiction"
"1862"	"keep up"	"Textbook Fiction"
"1863"	"read"	"Textbook Fiction"
"1864"	"watch"	"Textbook Fiction"
"1865"	"hide"	"Textbook Fiction"
"1866"	"die"	"Textbook Fiction"
"1867"	"sit"	"Textbook Fiction"
"1868"	"try"	"Textbook Fiction"
"1869"	"go"	"Textbook Fiction"
"1870"	"sail"	"Textbook Fiction"
"1871"	"wait"	"Textbook Fiction"
"1872"	"stay"	"Textbook Fiction"
"1873"	"look"	"Textbook Fiction"
"1874"	"move"	"Textbook Fiction"
"1875"	"take"	"Textbook Fiction"
"1876"	"tell"	"Textbook Fiction"
"1877"	"do"	"Textbook Fiction"
"1878"	"have"	"Textbook Fiction"
"1879"	"write"	"Textbook Fiction"
"1880"	"draw"	"Textbook Fiction"
"1881"	"lie"	"Textbook Fiction"
"1882"	"draw"	"Textbook Fiction"
"1883"	"work"	"Textbook Fiction"
"1884"	"think"	"Textbook Fiction"
"1885"	"walk"	"Textbook Fiction"
"1886"	"say"	"Textbook Fiction"
"1887"	"move"	"Textbook Fiction"
"1888"	"wait"	"Textbook Fiction"
"1889"	"take part"	"Textbook Fiction"
"1890"	"wash"	"Textbook Fiction"
"1891"	"pour"	"Textbook Fiction"
"1892"	"go"	"Textbook Fiction"
"1893"	"enjoy"	"Textbook Fiction"
"1894"	"walk"	"Textbook Fiction"
"1895"	"wear"	"Textbook Fiction"
"1896"	"look for"	"Textbook Fiction"
"1897"	"do"	"Textbook Fiction"
"1898"	"look for"	"Textbook Fiction"
"1899"	"come in"	"Textbook Fiction"
"1900"	"go"	"Textbook Fiction"
"1901"	"move"	"Textbook Fiction"
"1902"	"talk"	"Textbook Fiction"
"1903"	"shout"	"Textbook Fiction"
"1904"	"do"	"Textbook Fiction"
"1905"	"steal"	"Textbook Fiction"
"1906"	"float"	"Textbook Fiction"
"1907"	"float away"	"Textbook Fiction"
"1908"	"move"	"Textbook Fiction"
"1909"	"go up"	"Textbook Fiction"
"1910"	"slide"	"Textbook Fiction"
"1911"	"shout"	"Textbook Fiction"
"1912"	"roll"	"Textbook Fiction"
"1913"	"open"	"Textbook Fiction"
"1914"	"move"	"Textbook Fiction"
"1915"	"wait for"	"Textbook Fiction"
"1916"	"sit"	"Textbook Fiction"
"1917"	"stand"	"Textbook Fiction"
"1918"	"carry"	"Textbook Fiction"
"1919"	"sit"	"Textbook Fiction"
"1920"	"sit"	"Textbook Fiction"
"1921"	"look"	"Textbook Fiction"
"1922"	"whisper"	"Textbook Fiction"
"1923"	"rain"	"Textbook Fiction"
"1924"	"get"	"Textbook Fiction"
"1925"	"watch"	"Textbook Fiction"
"1926"	"sit"	"Textbook Fiction"
"1927"	"think"	"Textbook Fiction"
"1928"	"think"	"Textbook Fiction"
"1929"	"do"	"Textbook Fiction"
"1930"	"laugh"	"Textbook Fiction"
"1931"	"joke"	"Textbook Fiction"
"1932"	"press"	"Textbook Fiction"
"1933"	"start"	"Textbook Fiction"
"1934"	"sit"	"Textbook Fiction"
"1935"	"speak"	"Textbook Fiction"
"1936"	"show off"	"Textbook Fiction"
"1937"	"talk"	"Textbook Fiction"
"1938"	"try"	"Textbook Fiction"
"1939"	"look for"	"Textbook Fiction"
"1940"	"break"	"Textbook Fiction"
"1941"	"fight back"	"Textbook Fiction"
"1942"	"try"	"Textbook Fiction"
"1943"	"follow"	"Textbook Fiction"
"1944"	"move"	"Textbook Fiction"
"1945"	"speed"	"Textbook Fiction"
"1946"	"miss"	"Textbook Fiction"
"1947"	"stand"	"Textbook Fiction"
"1948"	"do"	"Textbook Fiction"
"1949"	"wear"	"Textbook Fiction"
"1950"	"joke"	"Textbook Fiction"
"1951"	"stand"	"Textbook Fiction"
"1952"	"sit"	"Textbook Fiction"
"1953"	"come"	"Textbook Fiction"
"1954"	"walk"	"Textbook Fiction"
"1955"	"walk"	"Textbook Fiction"
"1956"	"cry"	"Textbook Fiction"
"1957"	"celebrate"	"Textbook Fiction"
"1958"	"fly around"	"Textbook Fiction"
"1959"	"swim"	"Textbook Fiction"
"1960"	"do"	"Textbook Fiction"
"1961"	"stand"	"Textbook Fiction"
"1962"	"practise"	"Textbook Fiction"
"1963"	"drink"	"Textbook Fiction"
"1964"	"wear"	"Textbook Fiction"
"1965"	"feel"	"Textbook Fiction"
"1966"	"think"	"Textbook Fiction"
"1967"	"carry"	"Textbook Fiction"
"1968"	"wear"	"Textbook Fiction"
"1969"	"keep"	"Textbook Fiction"
"1970"	"stand"	"Textbook Fiction"
"1971"	"rain"	"Textbook Fiction"
"1972"	"get"	"Textbook Fiction"
"1973"	"do"	"Textbook Fiction"
"1974"	"wag"	"Textbook Fiction"
"1975"	"reach"	"Textbook Fiction"
"1976"	"stare"	"Textbook Fiction"
"1977"	"visit"	"Textbook Fiction"
"1978"	"grab"	"Textbook Fiction"
"1979"	"kick"	"Textbook Fiction"
"1980"	"scream"	"Textbook Fiction"
"1981"	"help"	"Textbook Fiction"
"1982"	"laugh"	"Textbook Fiction"
"1983"	"joke"	"Textbook Fiction"
"1984"	"happen"	"Textbook Fiction"
"1985"	"wail"	"Textbook Fiction"
"1986"	"wear"	"Textbook Fiction"
"1987"	"look for"	"Textbook Fiction"
"1988"	"look at"	"Textbook Fiction"
"1989"	"run up"	"Textbook Fiction"
"1990"	"raise"	"Textbook Fiction"
"1991"	"burn"	"Textbook Fiction"
"1992"	"do"	"Textbook Fiction"
"1993"	"shine"	"Textbook Fiction"
"1994"	"chew"	"Textbook Fiction"
"1995"	"sit"	"Textbook Fiction"
"1996"	"surround"	"Textbook Fiction"
"1997"	"disappear"	"Textbook Fiction"
"1998"	"go"	"Textbook Fiction"
"1999"	"go"	"Textbook Fiction"
"2000"	"walk"	"Textbook Fiction"
"2001"	"do"	"Textbook Fiction"
"2002"	"eat"	"Textbook Fiction"
"2003"	"go"	"Textbook Fiction"
"2004"	"fall"	"Textbook Fiction"
"2005"	"fade away"	"Textbook Fiction"
"2006"	"look into"	"Textbook Fiction"
"2007"	"stand"	"Textbook Fiction"
"2008"	"tell"	"Textbook Fiction"
"2009"	"find"	"Textbook Fiction"
"2010"	"look at"	"Textbook Fiction"
"2011"	"wait for"	"Textbook Fiction"
"2012"	"look at"	"Textbook Fiction"
"2013"	"shine"	"Textbook Fiction"
"2014"	"get"	"Textbook Fiction"
"2015"	"suffer from"	"Textbook Fiction"
"2016"	"say"	"Textbook Fiction"
"2017"	"sit"	"Textbook Fiction"
"2018"	"go"	"Textbook Fiction"
"2019"	"walk"	"Textbook Fiction"
"2020"	"do"	"Textbook Fiction"
"2021"	"do"	"Textbook Fiction"
"2022"	"wait"	"Textbook Fiction"
"2023"	"talk"	"Textbook Fiction"
"2024"	"look at"	"Textbook Fiction"
"2025"	"cycle"	"Textbook Fiction"
"2026"	"walk"	"Textbook Fiction"
"2027"	"ride"	"Textbook Fiction"
"2028"	"hurry"	"Textbook Fiction"
"2029"	"sit"	"Textbook Fiction"
"2030"	"talk to"	"Textbook Fiction"
"2031"	"look at"	"Textbook Fiction"
"2032"	"sing"	"Textbook Fiction"
"2033"	"play"	"Textbook Fiction"
"2034"	"shout"	"Textbook Fiction"
"2035"	"wave goodbye"	"Textbook Fiction"
"2036"	"stand"	"Textbook Fiction"
"2037"	"look at"	"Textbook Fiction"
"2038"	"wait for"	"Textbook Fiction"
"2039"	"do"	"Textbook Fiction"
"2040"	"talk to"	"Textbook Fiction"
"2041"	"whisper"	"Textbook Fiction"
"2042"	"talk about"	"Textbook Fiction"
"2043"	"call"	"Textbook Fiction"
"2044"	"work"	"Textbook Fiction"
"2045"	"make"	"Textbook Fiction"
"2046"	"read"	"Textbook Fiction"
"2047"	"look forward"	"Textbook Fiction"
"2048"	"wait for"	"Textbook Fiction"
"2049"	"lower"	"Textbook Fiction"
"2050"	"smoke"	"Textbook Fiction"
"2051"	"burn"	"Textbook Fiction"
"2052"	"wear"	"Textbook Fiction"
"2053"	"sit"	"Textbook Fiction"
"2054"	"read"	"Textbook Fiction"
"2055"	"talk"	"Textbook Fiction"
"2056"	"talk to"	"Textbook Fiction"
"2057"	"start"	"Textbook Fiction"
"2058"	"hear"	"Textbook Fiction"
"2059"	"drive"	"Textbook Fiction"
"2060"	"smile"	"Textbook Fiction"
"2061"	"fill up"	"Textbook Fiction"
"2062"	"look for"	"Textbook Fiction"
"2063"	"get"	"Textbook Fiction"
"2064"	"try"	"Textbook Fiction"
"2065"	"miss"	"Textbook Fiction"
"2066"	"walk"	"Textbook Fiction"
"2067"	"shake"	"Textbook Fiction"
"2068"	"look for"	"Textbook Fiction"
"2069"	"change"	"Textbook Fiction"
"2070"	"change"	"Textbook Fiction"
"2071"	"become"	"Textbook Fiction"
"2072"	"begin"	"Textbook Fiction"
"2073"	"have"	"Textbook Fiction"
"2074"	"lie"	"Textbook Fiction"
"2075"	"worry about"	"Textbook Fiction"
"2076"	"tell"	"Textbook Fiction"
"2077"	"participate"	"Textbook Fiction"
"2078"	"call"	"Textbook Fiction"
"2079"	"talk with"	"Textbook Fiction"
"2080"	"talk"	"Textbook Fiction"
"2081"	"cite"	"Textbook Fiction"
"2082"	"suffer from"	"Textbook Fiction"
"2083"	"try"	"Textbook Fiction"
"2084"	"watch"	"Textbook Fiction"
"2085"	"watch"	"Textbook Fiction"
"2086"	"watch"	"Textbook Fiction"
"2087"	"go"	"Textbook Fiction"
"2088"	"walk"	"Textbook Fiction"
"2089"	"wait"	"Textbook Fiction"
"2090"	"get"	"Textbook Fiction"
"2091"	"play"	"Textbook Fiction"
"2092"	"watch"	"Textbook Fiction"
"2093"	"go"	"Textbook Fiction"
"2094"	"call"	"Textbook Fiction"
"2095"	"get"	"Textbook Fiction"
"2096"	"shout"	"Textbook Fiction"
"2097"	"blow"	"Textbook Fiction"
"2098"	"push against"	"Textbook Fiction"
"2099"	"wear"	"Textbook Fiction"
"2100"	"look for"	"Textbook Fiction"
"2101"	"feel"	"Textbook Fiction"
"2102"	"play"	"Textbook Fiction"
"2103"	"feel"	"Textbook Fiction"
"2104"	"dance"	"Textbook Fiction"
"2105"	"wait for"	"Textbook Fiction"
"2106"	"sing"	"Textbook Fiction"
"2107"	"build"	"Textbook Fiction"
"2108"	"make"	"Textbook Fiction"
"2109"	"talk about"	"Textbook Fiction"
"2110"	"make fun"	"Textbook Fiction"
"2111"	"listen"	"Textbook Fiction"
"2112"	"listen"	"Textbook Fiction"
"2113"	"walk"	"Textbook Fiction"
"2114"	"think"	"Textbook Fiction"
"2115"	"stay"	"Textbook Fiction"
"2116"	"prepare"	"Textbook Fiction"
"2117"	"go"	"Textbook Fiction"
"2118"	"clear"	"Textbook Fiction"
"2119"	"sit"	"Textbook Fiction"
"2120"	"come up"	"Textbook Fiction"
"2121"	"do"	"Textbook Fiction"
"2122"	"look at"	"Textbook Fiction"
"2123"	"splash"	"Textbook Fiction"
"2124"	"start"	"Textbook Fiction"
"2125"	"pass"	"Textbook Fiction"
"2126"	"get"	"Textbook Fiction"
"2127"	"feel"	"Textbook Fiction"
"2128"	"try"	"Textbook Fiction"
"2129"	"wait"	"Textbook Fiction"
"2130"	"think"	"Textbook Fiction"
"2131"	"feel"	"Textbook Fiction"
"2132"	"take place"	"Textbook Fiction"
"2133"	"get"	"Textbook Fiction"
"2134"	"have"	"Textbook Fiction"
"2135"	"come"	"Textbook Fiction"
"2136"	"walk"	"Textbook Fiction"
"2137"	"call"	"Textbook Fiction"
"2138"	"miss"	"Textbook Fiction"
"2139"	"look for"	"Textbook Fiction"
"2140"	"run"	"Textbook Fiction"
"2141"	"run"	"Textbook Fiction"
"2142"	"miss"	"Textbook Fiction"
"2143"	"do"	"Textbook Fiction"
"2144"	"stand"	"Textbook Fiction"
"2145"	"shout"	"Textbook Fiction"
"2146"	"happen"	"Textbook Fiction"
"2147"	"pick up"	"Textbook Fiction"
"2148"	"scare away"	"Textbook Fiction"
"2149"	"prepare"	"Textbook Fiction"
"2150"	"go"	"Textbook Fiction"
"2151"	"wait for"	"Textbook Fiction"
"2152"	"dream of"	"Textbook Fiction"
"2153"	"bluff"	"Textbook Fiction"
"2154"	"do"	"Textbook Fiction"
"2155"	"look for"	"Textbook Fiction"
"2156"	"expect"	"Textbook Fiction"
"2157"	"wait"	"Textbook Fiction"
"2158"	"make"	"Textbook Fiction"
"2159"	"make"	"Textbook Fiction"
"2160"	"enjoy"	"Textbook Fiction"
"2161"	"speak"	"Textbook Fiction"
"2162"	"experience"	"Textbook Fiction"
"2163"	"practise"	"Textbook Fiction"
"2164"	"visit"	"Textbook Fiction"
"2165"	"walk"	"Textbook Fiction"
"2166"	"wait for"	"Textbook Fiction"
"2167"	"hold up"	"Textbook Fiction"
"2168"	"look at"	"Textbook Fiction"
"2169"	"sort out"	"Textbook Fiction"
"2170"	"do"	"Textbook Fiction"
"2171"	"enjoy"	"Textbook Fiction"
"2172"	"go"	"Textbook Fiction"
"2173"	"look for"	"Textbook Fiction"
"2174"	"joke"	"Textbook Fiction"
"2175"	"shine"	"Textbook Fiction"
"2176"	"smile"	"Textbook Fiction"
"2177"	"clean"	"Textbook Fiction"
"2178"	"shout"	"Textbook Fiction"
"2179"	"sink"	"Textbook Fiction"
"2180"	"stay"	"Textbook Fiction"
"2181"	"come back"	"Textbook Fiction"
"2182"	"hear"	"Textbook Fiction"
"2183"	"shake"	"Textbook Fiction"
"2184"	"leave"	"Textbook Fiction"
"2185"	"hurry after"	"Textbook Fiction"
"2186"	"look for"	"Textbook Fiction"
"2187"	"miss"	"Textbook Fiction"
"2188"	"learn"	"Textbook Fiction"
"2189"	"shout"	"Textbook Fiction"
"2190"	"burn"	"Textbook Fiction"
"2191"	"bring"	"Textbook Fiction"
"2192"	"chat"	"Textbook Fiction"
"2193"	"play"	"Textbook Fiction"
"2194"	"look at"	"Textbook Fiction"
"2195"	"turn"	"Textbook Fiction"
"2196"	"watch"	"Textbook Fiction"
"2197"	"tell"	"Textbook Fiction"
"2198"	"tell"	"Textbook Fiction"
"2199"	"sit"	"Textbook Fiction"
"2200"	"talk about"	"Textbook Fiction"
"2201"	"walk"	"Textbook Fiction"
"2202"	"cry"	"Textbook Fiction"
"2203"	"walk"	"Textbook Fiction"
"2204"	"come from"	"Textbook Fiction"
"2205"	"cry"	"Textbook Fiction"
"2206"	"bleed"	"Textbook Fiction"
"2207"	"come out"	"Textbook Fiction"
"2208"	"look after"	"Textbook Fiction"
"2209"	"turn into"	"Textbook Fiction"
"2210"	"cross"	"Textbook Fiction"
"2211"	"shake"	"Textbook Fiction"
"2212"	"attack"	"Textbook Fiction"
"2213"	"ride"	"Textbook Fiction"
"2214"	"go"	"Textbook Fiction"
"2215"	"shoot"	"Textbook Fiction"
"2216"	"walk away"	"Textbook Fiction"
"2217"	"rise"	"Textbook Fiction"
"2218"	"shine"	"Textbook Fiction"
"2219"	"come"	"Textbook Fiction"
"2220"	"come up"	"Textbook Fiction"
"2221"	"sail"	"Textbook Fiction"
"2222"	"wait for"	"Textbook Fiction"
"2223"	"burn"	"Textbook Fiction"
"2224"	"ring"	"Textbook Fiction"
"2225"	"dance"	"Textbook Fiction"
"2226"	"celebrate"	"Textbook Fiction"
"2227"	"smile"	"Textbook Fiction"
"2228"	"feel"	"Textbook Fiction"
"2229"	"speak"	"Textbook Fiction"
"2230"	"fight about"	"Textbook Fiction"
"2231"	"feel"	"Textbook Fiction"
"2232"	"walk"	"Textbook Fiction"
"2233"	"sit"	"Textbook Fiction"
"2234"	"laugh about"	"Textbook Fiction"
"2235"	"go on"	"Textbook Fiction"
"2236"	"go on"	"Textbook Fiction"
"2237"	"sit down"	"Textbook Fiction"
"2238"	"tell"	"Textbook Fiction"
"2239"	"plan"	"Textbook Fiction"
"2240"	"feel"	"Textbook Fiction"
"2241"	"talk to"	"Textbook Fiction"
"2242"	"plan"	"Textbook Fiction"
"2243"	"dance"	"Textbook Fiction"
"2244"	"pay attention"	"Textbook Fiction"
"2245"	"wear"	"Textbook Fiction"
"2246"	"ignore"	"Textbook Fiction"
"2247"	"stand"	"Textbook Fiction"
"2248"	"get"	"Textbook Fiction"
"2249"	"start"	"Textbook Fiction"
"2250"	"go"	"Textbook Fiction"
"2251"	"use"	"Textbook Fiction"
"2252"	"start"	"Textbook Fiction"
"2253"	"come"	"Textbook Fiction"
"2254"	"come from"	"Textbook Fiction"
"2255"	"miss"	"Textbook Fiction"
"2256"	"do"	"Textbook Fiction"
"2257"	"sit"	"Textbook Fiction"
"2258"	"walk"	"Textbook Fiction"
"2259"	"sit"	"Textbook Fiction"
"2260"	"try"	"Textbook Fiction"
"2261"	"happen"	"Textbook Fiction"
"2262"	"sit"	"Textbook Fiction"
"2263"	"look at"	"Textbook Fiction"
"2264"	"say"	"Textbook Fiction"
"2265"	"do"	"Textbook Fiction"
"2266"	"talk to"	"Textbook Fiction"
"2267"	"tell"	"Textbook Fiction"
"2268"	"talk about"	"Textbook Fiction"
"2269"	"scream"	"Textbook Fiction"
"2270"	"come back"	"Textbook Fiction"
"2271"	"take care"	"Textbook Fiction"
"2272"	"do"	"Textbook Fiction"
"2273"	"have fun"	"Textbook Fiction"
"2274"	"wait for"	"Textbook Fiction"
"2275"	"sit"	"Textbook Fiction"
"2276"	"happen"	"Textbook Fiction"
"2277"	"drown"	"Textbook Fiction"
"2278"	"drown"	"Textbook Fiction"
"2279"	"breathe in"	"Textbook Fiction"
"2280"	"burn"	"Textbook Fiction"
"2281"	"roar"	"Textbook Fiction"
"2282"	"scream out"	"Textbook Fiction"
"2283"	"look"	"Textbook Fiction"
"2284"	"wait for"	"Textbook Fiction"
"2285"	"get"	"Textbook Fiction"
"2286"	"take away"	"Textbook Fiction"
"2287"	"try"	"Textbook Fiction"
"2288"	"do"	"Textbook Fiction"
"2289"	"go"	"Textbook Fiction"
"2290"	"happen"	"Textbook Fiction"
"2291"	"give"	"Textbook Fiction"
"2292"	"sit"	"Textbook Fiction"
"2293"	"rain"	"Textbook Fiction"
"2294"	"take care"	"Textbook Fiction"
"2295"	"pretend"	"Textbook Fiction"
"2296"	"come"	"Textbook Fiction"
"2297"	"walk"	"Textbook Fiction"
"2298"	"talk to"	"Textbook Fiction"
"2299"	"attend"	"Textbook Fiction"
"2300"	"wear"	"Textbook Fiction"
"2301"	"go on"	"Textbook Fiction"
"2302"	"live"	"Textbook Fiction"
"2303"	"look for"	"Textbook Fiction"
"2304"	"behave"	"Textbook Fiction"
"2305"	"live"	"Textbook Fiction"
"2306"	"drop"	"Textbook Fiction"
"2307"	"wait"	"Textbook Fiction"
"2308"	"cheer"	"Textbook Fiction"
"2309"	"sit"	"Textbook Fiction"
"2310"	"pound"	"Textbook Fiction"
"2311"	"live"	"Textbook Fiction"
"2312"	"shine"	"Textbook Fiction"
"2313"	"prepare"	"Textbook Fiction"
"2314"	"find"	"Textbook Fiction"
"2315"	"cycle"	"Textbook Fiction"
"2316"	"look"	"Textbook Fiction"
"2317"	"go"	"Textbook Fiction"
"2318"	"sit"	"Textbook Fiction"
"2319"	"cheer"	"Textbook Fiction"
"2320"	"wave"	"Textbook Fiction"
"2321"	"feel"	"Textbook Fiction"
"2322"	"come"	"Textbook Fiction"
"2323"	"rain"	"Textbook Fiction"
"2324"	"blow"	"Textbook Fiction"
"2325"	"sit"	"Textbook Fiction"
"2326"	"drive"	"Textbook Fiction"
"2327"	"ask"	"Textbook Fiction"
"2328"	"go"	"Textbook Fiction"
"2329"	"go on"	"Textbook Fiction"
"2330"	"expect"	"Textbook Fiction"
"2331"	"sit"	"Textbook Fiction"
"2332"	"wear"	"Textbook Fiction"
"2333"	"run"	"Textbook Fiction"
"2334"	"go"	"Textbook Fiction"
"2335"	"walk"	"Textbook Fiction"
"2336"	"think"	"Textbook Fiction"
"2337"	"sit"	"Textbook Fiction"
"2338"	"cry"	"Textbook Fiction"
"2339"	"walk"	"Textbook Fiction"
"2340"	"dig"	"Textbook Fiction"
"2341"	"look at"	"Textbook Fiction"
"2342"	"ask"	"Textbook Fiction"
"2343"	"get"	"Textbook Fiction"
"2344"	"become"	"Textbook Fiction"
"2345"	"get"	"Textbook Fiction"
"2346"	"start"	"Textbook Fiction"
"2347"	"walk"	"Textbook Fiction"
"2348"	"run low"	"Textbook Fiction"
"2349"	"stick"	"Textbook Fiction"
"2350"	"think"	"Textbook Fiction"
"2351"	"dance"	"Textbook Fiction"
"2352"	"look"	"Textbook Fiction"
"2353"	"go"	"Textbook Fiction"
"2354"	"go"	"Textbook Fiction"
"2355"	"get"	"Textbook Fiction"
"2356"	"live"	"Textbook Fiction"
"2357"	"go"	"Textbook Fiction"
"2358"	"think"	"Textbook Fiction"
"2359"	"wait for"	"Textbook Fiction"
"2360"	"happen"	"Textbook Fiction"
"2361"	"turn into"	"Textbook Fiction"
"2362"	"invent"	"Textbook Fiction"
"2363"	"work on"	"Textbook Fiction"
"2364"	"go"	"Textbook Fiction"
"2365"	"shake"	"Textbook Fiction"
"2366"	"shine"	"Textbook Fiction"
"2367"	"jump"	"Textbook Fiction"
"2368"	"wait for"	"Textbook Fiction"
"2369"	"take"	"Textbook Fiction"
"2370"	"look for"	"Textbook Fiction"
"2371"	"come"	"Textbook Fiction"
"2372"	"get"	"Textbook Fiction"
"2373"	"march"	"Textbook Fiction"
"2374"	"pass"	"Textbook Fiction"
"2375"	"miss"	"Textbook Fiction"
"2376"	"jump"	"Textbook Fiction"
"2377"	"make"	"Textbook Fiction"
"2378"	"hang"	"Textbook Fiction"
"2379"	"become"	"Textbook Fiction"
"2380"	"begin"	"Textbook Fiction"
"2381"	"dream"	"Textbook Fiction"
"2382"	"wrap"	"Textbook Fiction"
"2383"	"try"	"Textbook Fiction"
"2384"	"stand"	"Textbook Fiction"
"2385"	"speak"	"Textbook Fiction"
"2386"	"talk about"	"Textbook Fiction"
"2387"	"travel"	"Textbook Fiction"
"2388"	"watch"	"Textbook Fiction"
"2389"	"follow"	"Textbook Fiction"
"2390"	"read"	"Textbook Fiction"
"2391"	"have"	"Textbook Fiction"
"2392"	"drown"	"Textbook Fiction"
"2393"	"miss"	"Textbook Fiction"
"2394"	"talk about"	"Textbook Fiction"
"2395"	"wonder"	"Textbook Fiction"
"2396"	"wonder"	"Textbook Fiction"
"2397"	"follow"	"Textbook Fiction"
"2398"	"move"	"Textbook Fiction"
"2399"	"meet"	"Textbook Fiction"
"2400"	"get"	"Textbook Fiction"
"2401"	"come"	"Textbook Fiction"
"2402"	"get"	"Textbook Fiction"
"2403"	"look at"	"Textbook Fiction"
"2404"	"move in"	"Textbook Fiction"
"2405"	"encourage"	"Textbook Fiction"
"2406"	"say"	"Textbook Fiction"
"2407"	"look at"	"Textbook Fiction"
"2408"	"stall"	"Textbook Fiction"
"2409"	"stall"	"Textbook Fiction"
"2410"	"apply for"	"Textbook Fiction"
"2411"	"try"	"Textbook Fiction"
"2412"	"try"	"Textbook Fiction"
"2413"	"do"	"Textbook Fiction"
"2414"	"choke"	"Textbook Fiction"
"2415"	"come"	"Textbook Fiction"
"2416"	"feel"	"Textbook Fiction"
"2417"	"use"	"Textbook Fiction"
"2418"	"watch"	"Textbook Fiction"
"2419"	"say"	"Textbook Fiction"
"2420"	"work"	"Textbook Fiction"
"2421"	"speak"	"Textbook Fiction"
"2422"	"work"	"Textbook Fiction"
"2423"	"talk"	"Textbook Fiction"
"2424"	"smile"	"Textbook Fiction"
"2425"	"do"	"Textbook Fiction"
"2426"	"daydream"	"Textbook Fiction"
"2427"	"happen"	"Textbook Fiction"
"2428"	"go"	"Textbook Fiction"
"2429"	"do"	"Textbook Fiction"
"2430"	"do"	"Textbook Fiction"
"2431"	"hurt"	"Textbook Fiction"
"2432"	"scream"	"Textbook Fiction"
"2433"	"look through"	"Textbook Fiction"
"2434"	"prepare"	"Textbook Fiction"
"2435"	"listen"	"Textbook Fiction"
"2436"	"sink"	"Textbook Fiction"
"2437"	"work"	"Textbook Fiction"
"2438"	"look at"	"Textbook Fiction"
"2439"	"wait for"	"Textbook Fiction"
"2440"	"speak"	"Textbook Fiction"
"2441"	"do"	"Textbook Fiction"
"2442"	"relax"	"Textbook Fiction"
"2443"	"move"	"Textbook Fiction"
"2444"	"sit"	"Textbook Fiction"
"2445"	"turn"	"Textbook Fiction"
"2446"	"go"	"Textbook Fiction"
"2447"	"walk"	"Textbook Fiction"
"2448"	"stand"	"Textbook Fiction"
"2449"	"walk"	"Textbook Fiction"
"2450"	"listen"	"Textbook Fiction"
"2451"	"talk"	"Textbook Fiction"
"2452"	"laugh"	"Textbook Fiction"
"2453"	"go"	"Textbook Fiction"
"2454"	"spend"	"Textbook Fiction"
"2455"	"carry"	"Textbook Fiction"
"2456"	"visit"	"Textbook Fiction"
"2457"	"wear"	"Textbook Fiction"
"2458"	"smile"	"Textbook Fiction"
"2459"	"wear"	"Textbook Fiction"
"2460"	"cut off"	"Textbook Fiction"
"2461"	"do"	"Textbook Fiction"
"2462"	"wander"	"Textbook Fiction"
"2463"	"shake"	"Textbook Fiction"
"2464"	"sit"	"Textbook Fiction"
"2465"	"repair"	"Textbook Fiction"
"2466"	"campaign"	"Textbook Fiction"
"2467"	"laugh"	"Textbook Fiction"
"2468"	"hold back"	"Textbook Fiction"
"2469"	"keep"	"Textbook Fiction"
"2470"	"die"	"Textbook Fiction"
"2471"	"work"	"Textbook Fiction"
"2472"	"cook"	"Textbook Fiction"
"2473"	"raise"	"Textbook Fiction"
"2474"	"walk"	"Textbook Fiction"
"2475"	"smile about"	"Textbook Fiction"
"2476"	"get onto"	"Textbook Fiction"
"2477"	"wear"	"Textbook Fiction"
"2478"	"buy"	"Textbook Fiction"
"2479"	"buy"	"Textbook Fiction"
"2480"	"brag"	"Textbook Fiction"
"2481"	"whisper"	"Textbook Fiction"
"2482"	"laugh"	"Textbook Fiction"
"2483"	"go"	"Textbook Fiction"
"2484"	"send"	"Textbook Fiction"
"2485"	"do"	"Textbook Fiction"
"2486"	"look forward"	"Textbook Fiction"
"2487"	"tell"	"Textbook Fiction"
"2488"	"travel"	"Textbook Fiction"
"2489"	"do"	"Textbook Fiction"
"2490"	"leave"	"Textbook Fiction"
"2491"	"walk"	"Textbook Fiction"
"2492"	"look at"	"Textbook Fiction"
"2493"	"look at"	"Textbook Fiction"
"2494"	"look at"	"Textbook Fiction"
"2495"	"expect"	"Textbook Fiction"
"2496"	"concentrate"	"Textbook Fiction"
"2497"	"concentrate"	"Textbook Fiction"
"2498"	"say"	"Textbook Fiction"
"2499"	"hold"	"Textbook Fiction"
"2500"	"introduce"	"Textbook Fiction"
"2501"	"ruin"	"Textbook Fiction"
"2502"	"start"	"Textbook Fiction"
"2503"	"develop"	"Textbook Fiction"
"2504"	"enjoy"	"Textbook Fiction"
"2505"	"think about"	"Textbook Fiction"
"2506"	"write"	"Textbook Fiction"
